income_tax_rate,corporate_tax_rate,ubi_amount,tier_scale,final_treasury,avg_deficit_last20,gini_assets,means_tested_poverty_rate,unemployment_rate,tax_revenue,ubi_spending,targeted_spending,score
0.16,0.28,100.0,0.45,-2779953.708836343,66717.7942423222,0.7622899266289656,0.8242974038361619,0.627099681790039,100670.63909101114,74878.33333333333,92510.09999999999,2.6948450186018187
0.2,0.2,100.0,0.35,-2534060.5598930432,67205.48903872275,0.8051545816422365,0.825468412557278,0.565176765031139,85165.94429461058,76468.33333333333,75903.09999999999,2.7133587651443825
0.16,0.2,60.0,0.45,-2604990.1947301645,63790.6339892566,0.797151827618654,0.8485011945030889,0.6223040741095366,77037.46601074339,45096.0,95732.09999999999,2.748188889236969
0.28,0.24,80.0,0.55,-2436289.8961505615,70266.65598885248,0.8237499905625972,0.8467022026878013,0.6171560132035844,111571.64401114754,61044.0,120794.29999999999,2.8002398046864085
0.28,0.28,100.0,0.55,-2467542.705760307,76863.14834451403,0.8111084109383221,0.8530550029515349,0.6310247225799417,117538.45165548596,75430.0,118971.59999999999,2.834313660634586
0.16,0.28,60.0,0.55,-2761385.234065386,72668.8213963228,0.7835135858243918,0.8223914763321641,0.5827103684113238,92758.0786036772,45836.0,119590.90000000001,2.8593169155354294
0.28,0.2,100.0,0.45,-2518775.220656604,66729.85157492662,0.8269928925974748,0.8469893742621015,0.5779725115200827,102196.74842507338,74090.0,94836.59999999999,2.867388840411058
0.2,0.28,80.0,0.55,-2921789.3766112938,78032.33339937113,0.7775440881314116,0.8472969208775573,0.6339749525713992,103269.86660062887,61576.0,119726.2,3.0873500810447254
0.16,0.24,80.0,0.45,-3016496.6217642673,73631.10092588469,0.7882081661115669,0.806773473645196,0.5801701663032971,84738.09907411532,61000.0,97369.2,3.1294451969666417
0.24,0.2,60.0,0.55,-2697064.515849544,73582.2293016935,0.8171267561842971,0.877977766811011,0.6612463111175159,93939.97069830651,46025.0,121497.2,3.1338513461666935
0.16,0.28,80.0,0.55,-3257617.502039809,74250.36500763621,0.750306432791836,0.820057523012616,0.6013118528206952,97091.93499236378,59260.0,112082.3,3.167453794788555
0.24,0.24,80.0,0.55,-2959919.9546945617,77431.66959203761,0.7986377608921238,0.8310774559534297,0.5940025558710614,101494.19707462906,60398.666666666664,118527.2,3.2135971277706767
0.16,0.2,40.0,0.55,-3035882.693874587,73788.70165198827,0.7913145795875396,0.8425735466056764,0.6258580694545162,76196.5650146784,30540.666666666668,119444.59999999999,3.232183281027196
0.2,0.2,80.0,0.45,-2984031.803217633,75262.20847289149,0.8014098424291557,0.841423456833704,0.6301018459519798,84267.02486044184,61293.333333333336,98235.90000000001,3.2533388560850263
0.16,0.2,100.0,0.35,-3123856.1454167324,70983.28676536294,0.7949240390314539,0.8181957914634873,0.5920388871840871,79965.87990130372,76171.66666666667,74777.5,3.265003830082196
0.2,0.24,100.0,0.45,-3164042.5774574014,79682.26533851128,0.779912045949232,0.8258564574178617,0.5661369672077678,94104.83466148873,76660.0,97127.09999999999,3.3174294212697664
0.24,0.2,100.0,0.45,-3161014.5114049944,77189.69983454744,0.8012460531465809,0.8212072635814294,0.5845334023559969,96977.80016545257,76585.0,97582.5,3.40818135568895
0.24,0.28,100.0,0.55,-3211135.1651070616,83577.53872208182,0.783279079648404,0.8275328661072789,0.6046116070482784,111458.86127791817,76320.0,118716.40000000001,3.4270297623289983
0.2,0.2,60.0,0.55,-3237603.2307746634,76869.79685662595,0.787728638952968,0.8409410169728057,0.6136818215319554,87343.50314337405,45828.0,118385.3,3.439934066900479
0.16,0.24,100.0,0.45,-3458979.3357854486,76386.17685724449,0.7622899266289656,0.8242974038361619,0.627099681790039,91002.25647608885,74878.33333333333,92510.09999999999,3.4705544717001473
0.28,0.2,80.0,0.55,-3113605.9033574685,79596.2218560481,0.8237499905625972,0.8467022026878013,0.6171560132035844,102242.0781439519,61044.0,120794.29999999999,3.5708514705652723
0.16,0.24,60.0,0.55,-3417845.1314571034,81532.12641052627,0.7835135858243918,0.8223914763321641,0.5827103684113238,83894.77358947373,45836.0,119590.90000000001,3.604409863069181
0.28,0.24,100.0,0.55,-3147851.678177817,85899.09273087495,0.8111084109383221,0.8530550029515349,0.6310247225799417,108502.50726912504,75430.0,118971.59999999999,3.6049820769157055
0.2,0.24,80.0,0.55,-3600805.7669267305,87149.55610753574,0.7775440881314116,0.8472969208775573,0.6339749525713992,94152.64389246427,61576.0,119726.2,3.8575386984418083
0.16,0.2,80.0,0.45,-3674904.3968664133,82591.79982560982,0.7882081661115669,0.806773473645196,0.5801701663032971,75777.40017439018,61000.0,97369.2,3.87745996106604
0.16,0.28,100.0,0.55,-3921020.197435295,86789.26249065834,0.7441691903711103,0.8101044471028976,0.5842292096103482,99813.83750934165,74875.0,111728.09999999999,3.9013165338426674
0.16,0.24,80.0,0.55,-3924807.380633568,83530.11536653391,0.750306432791836,0.820057523012616,0.6013118528206952,87812.18463346611,59260.0,112082.3,3.927441176971292
0.24,0.2,80.0,0.55,-3634246.9678697544,86533.67879828613,0.7986377608921238,0.8310774559534297,0.5940025558710614,92392.18786838056,60398.666666666664,118527.2,3.978944233008354
0.2,0.28,100.0,0.55,-3838531.837698017,88728.52235108988,0.7689305083275647,0.8228844246324413,0.6196116468155779,105787.54431557679,76426.66666666667,118089.40000000001,4.010547960335323
0.2,0.2,100.0,0.45,-3838634.382291475,88807.9343705426,0.779912045949232,0.8258564574178617,0.5661369672077678,84979.1656294574,76660.0,97127.09999999999,4.083277916424153
0.24,0.24,100.0,0.55,-3885136.8137284145,92772.71329142623,0.783279079648404,0.8275328661072789,0.6046116070482784,102263.68670857378,76320.0,118716.40000000001,4.192983156643796
0.16,0.2,100.0,0.45,-4138004.9627345577,86054.55947216676,0.7622899266289656,0.8242974038361619,0.627099681790039,81333.87386116658,74878.33333333333,92510.09999999999,4.246263924798479
0.16,0.2,60.0,0.55,-4074305.028848806,90395.43142472972,0.7835135858243918,0.8223914763321641,0.5827103684113238,75031.46857527028,45836.0,119590.90000000001,4.349502810602918
0.28,0.2,100.0,0.55,-3828160.650595334,94935.03711723587,0.8111084109383221,0.8530550029515349,0.6310247225799417,99466.5628827641,75430.0,118971.59999999999,4.375650493196832
0.2,0.2,80.0,0.55,-4279822.157242176,96266.77881570032,0.7775440881314116,0.8472969208775573,0.6339749525713992,85035.42118429967,61576.0,119726.2,4.6277273158389
0.16,0.24,100.0,0.55,-4602218.2136885,96378.1436940009,0.7441691903711103,0.8101044471028976,0.5842292096103482,90224.95630599909,74875.0,111728.09999999999,4.6784033621292975
0.16,0.2,80.0,0.55,-4591997.2592273215,92809.86572543158,0.750306432791836,0.820057523012616,0.6013118528206952,78532.43427456841,59260.0,112082.3,4.6874285591540215
0.2,0.24,100.0,0.55,-4505487.050425936,98082.95263455546,0.7689305083275647,0.8228844246324413,0.6196116468155779,96433.1140321112,76426.66666666667,118089.40000000001,4.771047475897898
0.24,0.2,100.0,0.55,-4559138.462349773,101967.88786077061,0.783279079648404,0.8275328661072789,0.6046116070482784,93068.5121392294,76320.0,118716.40000000001,4.958936550958598
0.16,0.2,100.0,0.55,-5283416.229941714,105967.02489734346,0.7441691903711103,0.8101044471028976,0.5842292096103482,80636.07510265654,74875.0,111728.09999999999,5.4554901904159365
0.2,0.2,100.0,0.55,-5172442.263153861,107437.38291802106,0.7689305083275647,0.8228844246324413,0.6196116468155779,87078.68374864564,76426.66666666667,118089.40000000001,5.53154699146048
